Id,3plantas,AgeOfHouse,CP_50010,CP_50011,CP_50014,CP_50015,CP_50017,CP_60061,CP_60118,CP_60406,CP_60646,CP_60706,CP_60936,CP_61528,CP_61615,CP_61705,CP_61874,CP_62040,CP_62447,CP_62801,CatParcela_Residencial especial,CatParcela_Residencial tipo 1,CatParcela_Terciario,Estado,Precio,ProxCallePrincipal,ProxCarretera,ProxViasTren,RatingEstrellas,SinGaraje,Superficie,Tipo_Casa baja,Tipo_Chalet adosado,Tipo_Dúplex,Tipo_Piso alto,YearsSinceReform,aseos+hab*rating,postal_group_5,postal_group_6,region_50,region_60,region_61,region_62,synth4,synth5,synth6,synth7
1,-0.14990794721440445,-1.0452898247586313,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5293531010467963,375497,-0.250272964689376,-0.18464029145487607,-0.08975773845693287,0.6325834805917703,-0.2434393391882407,-0.19637686264169485,0,0,0,0,-0.8681532029758027,1.308875695308205,0,1,0,1,0,0,0.6070980018281068,0.939624815869849,-0.29506988314504445,0.4781204459497034
2,-0.14990794721440445,-0.14552812397490805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.176029016739217,339946,3.9916416910627603,-0.18464029145487607,-0.08975773845693287,-0.0903690686559672,-0.2434393391882407,-0.095610199674904,0,0,0,0,0.4545789498568071,0.022540549705258005,1,0,1,0,0,0,0.20647433416995906,0.9978714767022633,0.7752805303890833,0.6714671461189385
3,-0.14990794721440445,-0.978640809885763,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5293531010467963,402511,-0.250272964689376,-0.18464029145487607,-0.08975773845693287,0.6325834805917703,-0.2434393391882407,0.048966005549537894,0,0,0,0,-0.8191631232412616,0.8932904944210993,0,1,0,1,0,0,0.8156799190750919,0.6863441239193216,0.21752661982359248,0.6811881316452819
4,-0.14990794721440445,1.887266829647578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5293531010467963,272706,-0.250272964689376,-0.18464029145487607,-0.08975773845693287,0.6325834805917703,-0.2434393391882407,-0.09999586967486258,0,0,0,0,0.7485194282640537,0.13138429279473834,0,1,0,0,0,1,0.2583753375846185,0.12319875099662699,-0.07590462808215942,0.13861255433505315
5,-0.14990794721440445,-0.9453163024493287,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.5293531010467963,450236,-0.250272964689376,-0.18464029145487607,-0.08975773845693287,1.3555360298395078,-0.2434393391882407,0.3127098246438225,0,0,0,0,-0.7211829637721794,2.06088701119916,0,1,0,1,0,0,1.5160379085435967,1.332009269562857,0.6421845185963654,1.3630206439099666
6,-0.14990794721440445,-0.7120447503942894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.5293531010467963,247630,-0.250272964689376,-0.18464029145487607,-0.08975773845693287,-0.8133216179037047,-0.2434393391882407,0.30000552896652305,0,0,0,0,-0.47623256509947387,-0.5117832800067356,0,1,0,0,0,1,0.36343173262926537,-0.5090692541858652,0.6238796835842151,0.24089354149092584
7,-0.14990794721440445,-1.0786143321950656,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5293531010467963,575005,-0.250272964689376,-0.18464029145487607,-0.08975773845693287,1.3555360298395078,-0.2434393391882407,-0.05320595812691711,0,0,0,0,-0.9661333624448849,1.0318188947168012,1,0,1,0,0,0,0.7304321214156264,0.7742259363405319,0.02154304993501322,0.5981942163409694
8,-0.14990794721440445,-0.04555460166560546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3724409382152081,346335,-0.250272964689376,-0.18464029145487607,-0.08975773845693287,0.6325834805917703,-0.2434393391882407,-0.027090000643292707,0,0,0,0,0.6015491890604304,1.1010830948646533,1,0,1,0,0,0,0.7938581621965339,1.193855975912007,0.4002662313064714,0.8862481030102448
9,-0.14990794721440445,1.354074710664631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5293531010467963,233943,-0.250272964689376,5.41052005566258,-0.08975773845693287,0.6325834805917703,-0.2434393391882407,-0.40053215902686456,0,0,0,0,1.7283210229548758,0.33917689323829125,0,1,0,0,1,0,-0.20406377987562996,0.2924260147586129,-0.8728034540111926,-0.31161785888698873
10,6.664089653440344,1.0874786511731573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3724409382152081,212511,-0.250272964689376,5.41052005566258,-0.08975773845693287,-0.8133216179037047,-0.2434393391882407,-0.28662734915697197,0,1,0,0,1.7283210229548758,-0.8581042807459908,0,1,0,0,0,1,-0.7320319536920634,-0.5783581548641502,-0.20134059619994396,-0.5993700999861369
11,-0.14990794721440445,0.22104145782586812,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5293531010467963,233222,-0.250272964689376,-0.18464029145487607,-0.08975773845693287,-0.8133216179037047,-0.2434393391882407,0.04458033554957921,0,0,0,0,0.9934698269367592,-0.8581042807459908,1,0,1,0,0,0,-0.20714988369227527,-0.9500422192960132,0.2095402033032474,-0.31462253913055943
12,-0.14990794721440445,-1.1119388396314998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5293531010467963,672026,-0.250272964689376,-0.18464029145487607,-0.08975773845693287,2.0784885790872454,-0.2434393391882407,0.10802636154898033,0,0,0,0,-1.015123442179426,3.1394295563585546,0,1,0,1,0,0,1.5701229387084703,1.7908393713196882,0.3217463838144645,1.415674536130293
13,-0.14990794721440445,0.3210149801351707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3724409382152081,259336,-0.250272964689376,-0.18464029145487607,-0.08975773845693287,-0.8133216179037047,-0.2434393391882407,0.19950294935456853,0,0,0,0,1.1404400661403824,-1.0065275667771003,1,0,1,0,0,0,-0.15949767709066065,-0.8011750331847757,0.7986400713317444,-0.04192569946024883
14,-0.14990794721440445,-1.1452633470679339,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5293531010467963,523498,-0.250272964689376,-0.18464029145487607,-0.08975773845693287,0.6325834805917703,-0.2434393391882407,-0.0034356772886772282,0,0,0,0,-1.064113521913967,0.13138429279473834,0,1,0,1,0,0,0.3976059381067872,0.12319875099662699,0.11969060194024504,0.2741647982124326
15,-0.14990794721440445,0.3876639950080391,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5293531010467963,282748,-0.250272964689376,-0.18464029145487607,-0.08975773845693287,-0.0903690686559672,-0.2434393391882407,0.02004887819497205,0,0,0,0,1.2384202256094647,-0.1555673935320733,1,0,1,0,0,0,0.26867452794035745,-0.13559917166882338,0.16419908450289405,0.14863968454585852
16,-0.14990794721440445,1.4207237255374991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.176029016739217,247234,-0.250272964689376,-0.18464029145487607,-0.08975773845693287,0.6325834805917703,-0.2434393391882407,-0.40053215902686456,0,0,0,0,-0.7701730435067206,-0.7690503091273249,0,1,0,0,0,1,-0.9007981008069668,0.13491697653131055,-0.031066280208187757,-0.406620879348386
17,-0.14990794721440445,0.05441892064369713,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2742349774772124,248096,-0.250272964689376,-0.18464029145487607,-0.08975773845693287,-0.0903690686559672,-0.2434393391882407,0.048173755485029106,0,0,0,0,0.7485194282640537,-0.5711525944191794,1,0,1,0,0,0,0.02994617978044202,0.11141445376468537,0.8187512822331402,0.3338553894034229
18,-0.14990794721440445,0.15439244295299973,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5293531010467963,175311,-0.250272964689376,-0.18464029145487607,-0.08975773845693287,-1.5362741671514422,-0.2434393391882407,0.008749883227336748,0,0,1,0,0.895489667467677,-1.0263173382479147,1,0,1,0,0,0,-0.41354371556456015,-1.2032368577724941,0.14292294825455304,-0.5155727363499905
19,-0.14990794721440445,-1.0786143321950656,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5293531010467963,286350,-0.250272964689376,-0.18464029145487607,-0.08975773845693287,-0.8133216179037047,-0.2434393391882407,0.26320362716041884,0,0,0,0,-0.9171432827103438,-0.3633599939756265,1,0,1,0,0,0,0.4269673095679096,-0.3452760425993775,0.5697733373256155,0.30275033825994035
20,-0.14990794721440445,0.4543130098809075,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3724409382152081,240703,-0.250272964689376,-0.18464029145487607,-0.08975773845693287,-0.8133216179037047,-0.2434393391882407,-0.2743569047054749,0,0,0,0,0.9934698269367592,-1.0560019954541364,1,0,1,0,0,0,-0.8973964041629845,-0.8810582757570493,-0.16785403209846397,-0.7603831947140314
21,-0.14990794721440445,-1.1119388396314998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5293531010467963,633652,-0.250272964689376,-0.18464029145487607,-0.08975773845693287,1.3555360298395078,-0.2434393391882407,0.30876743741805324,0,0,0,0,-1.015123442179426,2.06088701119916,0,1,0,1,0,0,1.5120087365718555,1.332009269562857,0.6365241656790767,1.3590980849860077
22,-0.14990794721440445,1.387399218101065,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2742349774772124,261094,-0.250272964689376,-0.18464029145487607,-0.08975773845693287,0.6325834805917703,-0.2434393391882407,-0.28409026264086695,0,0,0,0,1.7283210229548758,-0.561257708683772,0,1,0,1,0,0,-0.4873393675246656,0.12319875099662699,0.08172157041761478,-0.1697873827189281
23,-0.14990794721440445,-1.0119653173221972,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5293531010467963,414217,-0.250272964689376,-0.18464029145487607,-0.08975773845693287,1.3555360298395078,-0.2434393391882407,-0.08316998735244083,0,0,0,0,-0.8191631232412616,0.4777052935339935,0,1,0,1,0,0,0.45399805582113373,0.3980814788576423,-0.04024854970346733,0.3290667989163775
24,-0.14990794721440445,-0.14552812397490805,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.2742349774772124,243300,-0.250272964689376,-0.18464029145487607,-0.08975773845693287,-0.8133216179037047,-0.2434393391882407,-0.5666688838640062,0,0,0,1,0.4545789498568071,-0.7096809947148816,0,1,0,1,0,0,-1.324718985933165,-0.0609475307033485,-0.934262072448098,-0.9851504367661271
25,-0.14990794721440445,0.12106793551656553,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.176029016739217,256421,-0.250272964689376,-0.18464029145487607,-0.08975773845693287,-0.8133216179037047,-0.2434393391882407,-0.21424964683507447,0,0,0,0,-0.7701730435067206,-0.7096809947148816,1,0,1,0,0,0,-0.4719840366538201,0.21354783291772106,0.5029655564522106,0.010906013931148715
26,-0.14990794721440445,-1.1785878545043682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5293531010467963,443829,-0.250272964689376,-0.18464029145487607,-0.08975773845693287,1.3555360298395078,-0.2434393391882407,0.3100784226438474,0,0,0,0,-1.064113521913967,0.4777052935339935,0,1,0,1,0,0,0.9370826827942909,0.3980814788576423,0.6384084216900404,0.7993806538217918
27,-0.14990794721440445,0.6875845619359469,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2742349774772124,224452,-0.250272964689376,-0.18464029145487607,-0.08975773845693287,-0.8133216179037047,-0.2434393391882407,-0.30590543406001586,0,0,0,0,-0.7211829637721794,-0.8581042807459908,1,0,1,0,0,0,-0.7704024724032362,-0.2628999122421785,0.02083554226471696,-0.4453966567090044
28,-0.14990794721440445,-1.1785878545043682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5293531010467963,509512,-0.250272964689376,-0.18464029145487607,-0.08975773845693287,1.3555360298395078,-0.2434393391882407,0.06894202503322015,0,0,0,0,-1.1131036016485083,1.0318188947168012,0,1,0,1,0,0,0.8955197544249469,0.7742259363405319,0.253459690218026,0.7589168271030167
29,-0.14990794721440445,0.48763751731734173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3724409382152081,404189,-0.250272964689376,-0.18464029145487607,-0.08975773845693287,-0.8133216179037047,-0.2434393391882407,0.49329568160986,0,0,0,0,-0.5742127245685561,-0.7096809947148816,1,0,1,0,0,0,0.3984007668164039,-0.37702384925785587,1.210552278460364,0.5012424686071533
30,-0.14990794721440445,1.4873727404103676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3724409382152081,123365,3.9916416910627603,-0.18464029145487607,11.129959568659675,-1.5362741671514422,-0.2434393391882407,-0.38265937483348494,0,0,0,0,1.7283210229548758,-1.5408513964890937,0,1,0,0,0,1,-1.7591628080711825,-1.8863025598510665,-0.4875778884655563,-1.5995515316907654
31,-0.14990794721440445,1.720644292465407,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.4311471403088007,72038,3.9916416910627603,-0.18464029145487607,-0.08975773845693287,-1.5362741671514422,-0.2434393391882407,-0.19199119264173625,0,0,0,0,1.7283210229548758,-1.3033741388393187,0,1,0,1,0,0,-1.032449802938854,-2.147896501329016,-0.6841228824953137,-1.3951445079345803
32,-0.14990794721440445,0.18771695038943392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3724409382152081,268971,-0.250272964689376,-0.18464029145487607,-0.08975773845693287,-0.8133216179037047,-0.2434393391882407,-0.18814312089983706,0,0,0,0,-1.015123442179426,-0.7096809947148816,1,0,1,0,0,0,-0.42673485508479947,-0.37702384925785587,0.05127586744486996,-0.30211535224579894
33,-0.14990794721440445,-1.1785878545043682,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5293531010467963,323990,-0.250272964689376,-0.18464029145487607,-0.08975773845693287,1.3555360298395078,-0.2434393391882407,0.031357304710994356,0,0,0,0,-1.064113521913967,0.4777052935339935,0,1,0,1,0,0,0.6145108582549157,0.3980814788576423,0.18524294218079126,0.485337360567229
34,-0.14990794721440445,0.42098850244447333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5293531010467963,275570,-0.250272964689376,-0.18464029145487607,-0.08975773845693287,-0.8133216179037047,-0.2434393391882407,-0.012197585740207502,0,0,0,0,1.2874103053440058,-0.3633599939756265,1,0,1,0,0,0,0.09457265213773919,-0.3452760425993775,0.1027974171572889,-0.020864005999656664
